alim_grp_code;alim_ssgrp_code;alim_ssssgrp_code;alim_grp_nom_eng;alim_ssgrp_nom_eng;alim_ssssgrp_nom_eng;alim_code;alim_nom_eng;alim_nom_eng;Energy. Regulation EU No 1169/2011 (kcal/100g);Energy. N x Jones' factor. with fibres (kJ/100g);Energy. N x Jones' factor. with fibres (kcal/100g);Water (g/100g);Protein (g/100g);Protein. crude. N x 6.25 (g/100g);Carbohydrate (g/100g);Fat (g/100g);Sugars (g/100g);Starch (g/100g);Fibres (g/100g);Polyols (g/100g);Ash (g/100g);Alcohol (g/100g);Organic acids (g/100g);FA saturated (g/100g);FA mono (g/100g);FA poly (g/100g);FA 4:0 (g/100g);FA 6:0 (g/100g);FA 8:0 (g/100g);FA 10:0 (g/100g);FA 12:0 (g/100g);FA 14:0 (g/100g);FA 16:0 (g/100g);FA 18:0 (g/100g);FA 18:1 n-9 cis (g/100g);FA 18:2 9c.12c (n-6) (g/100g);FA 18:3 c9.c12.c15 (n-3) (g/100g);FA 20:4 5c.8c.11c.14c (n-6) (g/100g);FA 20:5 5c.8c.11c.14c.17c (n-3) EPA (g/100g);FA 22:6 4c.7c.10c.13c.16c.19c (n-3) DHA (g/100g);Cholesterol (mg/100g);Salt (g/100g);Calcium (mg/100g);Chloride (mg/100g);Copper (mg/100g);Iron (mg/100g);Iodine (µg/100g);Magnesium (mg/100g);Manganese (mg/100g);Phosphorus (mg/100g);Potassium (mg/100g);Selenium (µg/100g);Sodium (mg/100g);Zinc (mg/100g);Retinol (µg/100g);Beta-carotene (µg/100g);Vitamin D (µg/100g);Vitamin E (mg/100g);Vitamin K1 (µg/100g);Vitamin K2 (µg/100g);Vitamin C (mg/100g);Vitamin B1 or Thiamin (mg/100g);Vitamin B2 or Riboflavin (mg/100g);Vitamin B3 or Niacin (mg/100g);Vitamin B5 or Pantothenic acid (mg/100g);Vitamin B6 (mg/100g);Vitamin B9 or Folate (µg/100g);Vitamin B12 (µg/100g)
8;801;0;ice cream and sorbet;ice cream;-;39521;Ice cream. luxury. in cup;Ice cream. luxury. in cup;276;1150;277;52.8;4.21;4.13;24.2;17.9;21.9;1;< 2;traces;0.95;0;0;10.8;3.71;0.8;0.55;0.32;0.27;0.4;0.66;1.64;4.99;1.99;3.71;0.61;0.08;0.04;0.03;0.04;73;0.16;110;130;0.11;1.3;< 20;21;0.14;110;210;< 20;62.4;0.58;124;91.4;-;0.3;1.56;-;-;0.048;0.18;< 0.1;0.57;0.039;15.6;0.47
8;801;0;ice cream and sorbet;ice cream;-;39522;Ice cream. cone. mini;Ice cream. cone. mini;357;1490;357;-;4.2;4.11;38.5;20.2;25.6;-;2.33;traces;0.29;0;0;15.1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.29;-;-;-;-;-;-;-;-;-;-;113;-;246;-;0.044;0.74;-;-;-;0.089;0.091;0.84;2.24;0.042;8.65;0.15
8;801;0;ice cream and sorbet;ice cream;-;39523;Ice cream. in individual cup;Ice cream. in individual cup;237;993;238;56.6;3.21;3.15;26.7;12.7;22.1;-;1.91;traces;0.68;0;0;9.2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.15;-;122;-;-;-;-;-;-;-;-;59.6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
8;801;0;ice cream and sorbet;ice cream;-;39527;Ice cream. box or cup (average);Ice cream. box or cup (average);197;826;197;54.5;2.92;2.86;26.2;8.85;22.4;0.18;0.49;0;0.77;0;0;6.29;0.93;0.72;0.23;0.17;0.15;0.26;0.51;1.08;3.02;0.87;0.93;0.52;0.054;0.0045;0.0084;0.0084;39.3;0.13;99.3;233;0.032;0.14;10;14.3;0.11;95.7;190;10;53.1;0.35;85.2;172;0.13;0.48;0.59;;0.25;0.048;0.41;0.073;0.31;0.046;10;0.43
8;801;0;ice cream and sorbet;ice cream;-;39531;Ice cream. in cup for children;Ice cream. in cup for children;162;682;162;62.5;1.87;1.83;25.2;5.94;22;-;0.28;traces;0.7;0;0;4.12;1.36;0.13;-;-;-;-;-;-;-;-;-;0.11;0.023;-;-;-;-;0.14;119;-;-;-;-;-;-;-;-;-;54.9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
8;802;0;ice cream and sorbet;sorbet;-;31013;Sorbet. on stick;Sorbet. on stick;-;-;-;75.8;0.28;0.28;25.7;0.32;23.1;< 0.35;0.82;0;< 0.25;0;-;0.094;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.039;3.6;< 3.6;< 0.01;0.03;< 20;2.1;< 0.01;1.9;21;< 20;14.9;< 0.05;-;11.9;< 0.25;-;< 0.8;-;5.48;0.094;< 0.01;< 0.1;0.15;< 0.01;< 5;-
8;802;0;ice cream and sorbet;sorbet;-;39524;Sorbet. in box;Sorbet. in box;-;-;-;66.1;0.47;0.46;29.6;0.78;25;0;1.17;0;0.4;0;-;0.45;0.29;0.044;0.021;0.0029;0.004;-;0.026;0.082;0.28;0.038;0.29;0.038;0.0063;-;< 0.0028;< 0.0028;1;0.045;54;-;0.028;0.14;1;8;0.011;40;96;1.6;21.3;0.48;12;1;0;0.01;0;-;2.3;0.027;0.097;0.063;0.22;0.023;4;0.13
8;802;0;ice cream and sorbet;sorbet;-;39526;Ice lolly;Ice lolly;-;-;-;81.7;0.067;0.066;20.8;0.2;20.1;0;0.2;0;< 0.25;0;-;0.19;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0.02;5.8;< 3.6;< 0.01;0.01;< 20;1.4;0.01;1.9;13;< 20;11.6;< 0.05;0;542;0;0;< 0.8;-;2.35;0.016;< 0.01;< 0.1;0.11;< 0.01;< 5;-
8;803;0;ice cream and sorbet;frozen desserts;-;23472;Profiteroles (chou pastry). with vanilla ice cream and chocolate sauce;Profiteroles (chou pastry). with vanilla ice cream and chocolate sauce;260;1080;260;50.9;6.24;6.24;26.5;13.9;12.4;12.4;1.14;0;1.18;0.15;0;8.03;3.64;1.38;0.32;0.23;0.15;0.27;0.31;0.91;3.72;1.32;3.29;0.98;0.12;0.15;0.0033;< 0.004;115;0.31;82.7;-;0.4;1;30;31.2;< 0.1;48;261;6;123;0.3;125;25;0.65;1.2;-;-;< 0.5;0.041;0.21;0.31;0.6;0.15;20;0.4
8;803;0;ice cream and sorbet;frozen desserts;-;39401;Peach melba (with vanilla ice cream and raspberry sauce);Peach melba (with vanilla ice cream and raspberry sauce);120;507;121;73.6;1.91;1.87;18.4;4.03;17.1;0.051;1.54;0;0.53;0;0;1.78;1.53;0.45;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10.2;0.033;36.5;-;0.093;0.57;4.46;19.4;0.2;49.7;172;0.31;13.2;0.33;29.4;132;0.028;1.26;-;-;15.7;0.031;0.088;0.51;0.2;0.042;13.6;0.078
8;803;0;ice cream and sorbet;frozen desserts;-;39502;Frozen dessert. ice cream with meringue. vacherin ice cream or mystery ice cream type;Frozen dessert. ice cream with meringue. vacherin ice cream or mystery ice cream type;275;1160;275;46;3.18;3.12;40.5;10.7;33.7;< 0.35;2.18;0;0.39;0;0;6.53;1.56;0.24;0.21;0.13;0.09;0.17;0.21;0.67;1.9;0.59;1.27;0.15;0.03;0.01;< 0.01;< 0.01;27.7;0.12;38;57.9;0.02;0.25;< 20;9;0.38;40;120;< 20;53.6;0.18;44.3;< 5;< 0.25;0.29;< 0.8;-;3.6;0.022;0.11;1.37;0.28;0.036;18.7;0.24
8;803;0;ice cream and sorbet;frozen desserts;-;39512;Frozen dessert. Sundae ice cream type;Frozen dessert. Sundae ice cream type;230;964;230;54.4;2.57;2.52;32.6;9.7;24.9;-;< 2;0;0.73;0;0;6.8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.24;-;158;-;-;-;-;-;-;-;-;97.2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
8;803;0;ice cream and sorbet;frozen desserts;-;39516;Frozen dessert. puff pastry. to share;Frozen dessert. puff pastry. to share;262;1090;262;54.2;2.71;2.65;26.2;16.1;21.9;-;0.94;0;0.6;0;0;13.3;1.5;0.41;-;-;-;0.46;7.21;3.12;1.73;0.76;1.18;0.31;0.1;0;0;0.000075;-;0.18;-;-;-;-;-;-;-;-;-;-;72;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
8;803;0;ice cream and sorbet;frozen desserts;-;39518;baked Alaska;baked Alaska;212;895;212;54.3;3.6;3.6;34.8;6.5;32.7;2;< 0.5;0;0.59;0;0;3.9;1.65;0.38;0.12;0.08;0.14;0.18;0.72;0.61;1.48;0.48;1.47;0.34;0.02;0.02;< 0.01;< 0.01;52.5;0.15;61;110;0.03;0.28;20;11;0.06;71;160;< 20;58.3;0.23;36.3;7.62;< 0.25;0.41;0.84;-;< 0.5;0.036;0.16;< 0.1;0.37;0.034;44.3;0.34
8;803;0;ice cream and sorbet;frozen desserts;-;39519;Belle Helene pear dessert (cooked pear topped with hot chocolate sauce on a bed of vanilla ice cream);Belle Helene pear dessert (cooked pear topped with hot chocolate sauce on a bed of vanilla ice cream);196;823;197;60.7;2.74;2.68;23.5;9.57;21;0.61;2.76;0;0.71;0;0;5.19;3.31;0.58;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13;0.039;49.3;-;0.2;2.43;4.16;35.3;0.21;70.2;176;0.76;15.7;0.49;30.1;22.5;0.48;1.19;-;-;1.82;0.039;0.091;0.32;0.19;0.038;7.76;0.077
8;803;0;ice cream and sorbet;frozen desserts;-;39529;Iced nougat;Iced nougat;263;1100;264;52.3;4.93;4.83;25.3;15.2;20.5;< 0.35;2.76;0;0.74;0;0;11;0.026;2.19;0.16;0.11;0.079;0.17;0.2;0.64;2.34;0.72;-;1.96;0.026;< 0.00028;< 0.00028;< 0.00028;22.7;0.13;95;200;0.15;0.54;< 20;43;0.29;120;230;< 20;49.6;0.47;62.2;27;< 0.25;3.18;1.22;-;< 0.5;0.036;0.16;0.25;0.52;0.051;17.5;0.24
8;803;0;ice cream and sorbet;frozen desserts;-;39530;Frosted lemon or orange (sorbet);Frosted lemon or orange (sorbet);133;563;133;-;0.14;0.14;29.1;1.77;24.4;-;traces;0;0.034;0;0;traces;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.034;-;-;-;-;-;-;-;-;-;-;13.6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
8;803;0;ice cream and sorbet;frozen desserts;-;39532;Goblet of ice cream. coffee or chocolate ice cream topped with whipped cream;Goblet of ice cream. coffee or chocolate ice cream topped with whipped cream;220;924;221;-;3.04;2.98;28.6;10;25.6;-;1.82;0;0.12;0;0;7.74;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.12;-;-;-;-;-;-;-;-;-;-;47.4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
8;803;0;ice cream and sorbet;frozen desserts;-;39533;Ice cream log;Ice cream log;226;949;226;-;2.47;2.42;30;10.4;25.6;-;1.54;0;0.19;0;0;7.1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.19;-;-;-;-;-;-;-;-;-;-;74.8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
8;803;0;ice cream and sorbet;frozen desserts;-;39534;Goblet of ice cream. peach Melba or Belle Helene pear type;Goblet of ice cream. peach Melba or Belle Helene pear type;163;689;163;-;0.91;0.89;32.2;3.36;31.4;-;0.35;0;0.094;0;0;1.79;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.094;-;-;-;-;-;-;-;-;-;-;36;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
9;901;0;fats and oils;butters;-;16400;Butter. 82% fat. unsalted;Butter. 82% fat. unsalted;744;3060;744;15.8;0.75;0.74;0.68;82;0.5;0;0;0;0.25;0;0;54.4;21.8;2.78;2.96;1.88;1.2;2.49;2.94;8.83;23.2;6.97;18.1;1.29;0.39;-;0;0;218;0.039;17.8;-;0.026;0.026;1.5;2.05;0.0018;24;28;< 10;15.5;0.083;675;158;1.12;2.11;7;15;0;0.006;0.035;0.071;0.11;0.0035;3;0.17
9;901;0;fats and oils;butters;-;16401;Butter oil or concentrated butter;Butter oil or concentrated butter;900;3700;900;1.5;0.28;0.27;0;99.9;0;-;0;0;0.012;0;0;61.9;28.7;3.69;3.02;2.08;1.32;2.93;3.59;10.8;28.2;8.49;22;1.27;0.43;-;0;0;256;0.005;4;-;0.001;0.004;-;0;0;3;0.002;-;2;0.01;824;193;1.8;2.8;8.6;-;0;0.001;0.005;0.003;0.01;0.001;0;0.01
9;901;0;fats and oils;butters;-;16402;Butter. 80% fat. lightly salted;Butter. 80% fat. lightly salted;736;3030;736;15.5;0.76;0.76;0.55;81.2;0.39;-;0;0;2.05;0;0;54.5;21.5;2.6;3.06;2.6;1.3;2.38;2.59;6.44;21.9;9.65;18.6;1.61;0.45;-;0;0;218;1.9;17.8;1200;0.0092;0.13;1.5;4.94;0.0047;24;39;< 10;762;0.052;697;158;1.13;2.11;7;-;0;0.006;0.035;0.071;0.11;0.003;3;0.17
9;901;0;fats and oils;butters;-;16403;Butter. 80% fat. salted;Butter. 80% fat. salted;748;3070;748;12.5;0.61;0.61;0.68;82.5;0.31;-;0;0;2.5;0;0;52.3;-;-;2.68;1.73;1.06;2.47;2.6;9.21;24.1;8.47;-;-;-;-;-;-;-;2.5;-;-;-;-;-;-;-;-;-;-;1000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
9;901;0;fats and oils;butters;-;16404;Butter. 82% fat. unsalted. easy-to-spread;Butter. 82% fat. unsalted. easy-to-spread;755;3100;755;15.6;0.7;0.7;0.5;83.4;-;-;0;0;1;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.055;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
9;901;0;fats and oils;butters;-;16410;Butter. 60-62% fat. light. unsalted;Butter. 60-62% fat. light. unsalted;550;2260;550;37.7;0.56;0.56;0.7;60.6;< 0.2;0;0;0;< 0.25;0;0.039;40.1;14;1.5;2.05;1.34;0.85;1.91;2.24;6.97;17.3;6.08;11.8;0.91;0.33;0.07;0.03;< 0.01;181;0.045;18;80.3;< 0.01;< 0.05;< 20;1.8;< 0.01;20;27;< 20;18;0.13;660;304;< 0.25;1.38;-;-;< 1;< 0.015;< 0.01;< 0.1;0.091;< 0.01;< 5;0.1
9;901;0;fats and oils;butters;-;16411;Butter. 60-62% fat. light. lightly salted;Butter. 60-62% fat. light. lightly salted;555;2280;555;37;0.9;0.9;0.5;61;0.5;0;0;0;1.24;0;0;37;15.2;1.97;1.79;1.06;0.62;1.38;1.55;5.55;14.5;6.68;-;-;-;-;0;0;120;1.13;33.4;-;0;0.6;2;3.45;-;34;42.3;-;450;0.26;456;107;1;1.58;4.8;-;0;0.01;0.045;0.02;-;0.01;1.65;0.13
9;901;0;fats and oils;butters;-;16412;Butter spread. low-fat (average);Butter spread. low-fat (average);374;1540;374;56.4;0.73;0.73;3.75;39.6;1.2;;0;0;0.49;0;0.01;24.5;9.12;;1.28;0.85;0.54;1.18;1.4;4.15;10.3;3.36;7.71;0.74;0.22;;;;102;0.38;;;;0.2;4.99;;;;;;152;;;;;1.5;;;;;;;;;;
9;901;0;fats and oils;butters;-;16413;Butter. unknown fat content . half-salted (average);Butter. unknown fat content . half-salted (average);730;3000;730;16.2;0.77;0.77;0.55;80.5;0.4;;0;0;2.02;0;0;53.9;21.3;2.58;3.02;2.55;1.27;2.34;2.56;6.41;21.7;9.54;18.6;1.61;0.45;;0;0;214;1.88;18.4;1200;0.0089;0.15;1.52;4.89;0.0047;24.4;39.1;5;750;0.059;688;156;1.13;2.09;6.92;;0;0.0061;0.035;0.069;0.11;0.0032;2.95;0.17
9;901;0;fats and oils;butters;-;16414;Butter. unknown fat content . unsalted (average);Butter. unknown fat content . unsalted (average);731;3010;731;17.3;0.75;0.74;0.79;80.5;0.52;0.048;0;0;0.26;0;0.00037;53.4;21.4;2.74;2.9;1.84;1.18;2.44;2.89;8.67;22.7;6.84;17.7;1.27;0.38;;0.0004;0.000048;213;0.051;17.8;;0.031;0.033;1.63;2.05;0.0074;23.9;28.2;5.06;20.4;0.088;672;166;1.1;2.09;7;15;0.01;0.0062;0.034;0.07;0.11;0.0038;2.99;0.17
9;901;0;fats and oils;butters;-;16415;Butter. light. 39-41% fat. unsalted;Butter. light. 39-41% fat. unsalted;380;1570;380;56.7;1.1;1.1;4;40;1.5;-;0;0;0.53;0;0;24.8;9.37;-;1.29;0.89;0.58;1.24;1.44;4.12;10.1;3;7.91;0.63;0.23;-;-;-;84.5;0.45;-;-;-;0.1;2;-;-;-;-;-;180;-;-;-;-;1.22;-;-;-;-;-;-;-;-;-;-
9;901;0;fats and oils;butters;-;16712;Dairy fat 25% fat. light. spreadable. unsalted;Dairy fat 25% fat. light. spreadable. unsalted;247;1020;247;68.8;0.4;0.4;3.8;25.6;-;2.9;0;0;0.84;0;0;16.3;5.85;0.87;0.77;0.51;0.31;0.69;0.84;2.71;7.75;2.26;4.86;-;0.11;0.03;0.013;-;70;0.72;18;465;< 1;< 1;< 10;2.5;< 1;14;51.2;8.1;286;< 1;342;491;< 0.2;2.2;-;-;< 1;< 0.05;< 0.05;< 0.05;0.06;< 0.05;< 5;< 0.2
9;901;0;fats and oils;butters;-;16713;Dairy fat 20% fat. light. spreadable. unsalted;Dairy fat 20% fat. light. spreadable. unsalted;215;889;215;72.1;0.36;0.36;6;21.1;1.7;4.3;0;0;0.73;0;0;10.5;4.62;0.71;0.6;0.38;0.22;0.48;0.6;1.77;4.63;1.53;3.88;-;0.1;0.021;0.011;-;59;0.57;22.7;222;< 1;< 1;< 10;2.3;< 1;15;48.1;5.8;228;< 1;448;732;0.7;2;-;-;< 1;< 0.05;< 0.05;< 0.05;0.08;< 0.05;< 5;< 0.2
9;901;0;fats and oils;butters;-;20092;Carrot. dehydrated;Carrot. dehydrated;317;1330;317;4;8.1;8.1;56;1.49;38.8;-;23.6;-;6.84;0;0;0.26;0.076;0.73;0;0;0;0;0.019;0.009;0.22;0.009;-;-;-;-;0;0;0;0.69;212;-;0.37;3.93;-;118;1.12;346;2540;-;275;1.57;0;34000;0;5.45;108;-;14.6;0.53;0.42;6.57;1.47;1.04;55;0
9;902;0;fats and oils;vegetable oils;-;16030;Cocoa butter;Cocoa butter;900;3700;900;0;0;0;0;100;0;-;0;0;0;0;0;59.7;32.9;3;0;0;0;0;0;0.1;25.4;33.2;32.6;2.8;0.1;0;0;0;0;0;0;-;0;0;0;0;0;0;0;0;0;0;0;0;0;1.8;24.7;-;0;0;0;0;0;0;0;0
9;902;0;fats and oils;vegetable oils;-;16080;Solid vegetable fat (margarine type). for frying;Solid vegetable fat (margarine type). for frying;900;3700;900;-;0;0;0;100;0;-;0;0;traces;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;-;-;0;traces;0;-;0;0;-;0;-;-;0;0;-;-;-;0;0;0;0;-;0;0;0
9;902;0;fats and oils;vegetable oils;-;16128;Frying oil;Frying oil;866;3560;866;-;0;0;0;96.2;0;-;0;0;0;0;0;9.67;39;43.3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;30.5;-;-;-;-;-;-;-;-;-;-
9;902;0;fats and oils;vegetable oils;-;16129;Palm oil;Palm oil;900;3700;900;0;0;0;0;100;0;-;0;0;0.00001;0;0;49.3;37;9.3;0;0;0;-;0.1;1;43.5;4.3;-;-;-;-;0;0;0;0;0;-;0;0.01;-;0;-;0;0;-;0;0;0;0;-;15.9;8;-;0;0;0;0;0;0;0;0
9;902;0;fats and oils;vegetable oils;-;16150;Palm oil. refined;Palm oil. refined;900;3700;900;0;0;0;0;100;0;-;0;0;0.00001;0;0;49.3;37;9.3;0;0;0;0;0.1;1;43.5;4.3;36.6;9.1;0.2;0;0;0;0;0;0;-;-;0.01;-;0;-;0;0;-;0;-;0;-;0;15.9;8;-;0;0;0;0;0;0;0;0
9;902;0;fats and oils;vegetable oils;-;17001;Vegetable oil (average);Vegetable oil (average);899;3700;899;0;0;0;0;99.9;0;0;0;0;0.0062;0;0;11.5;60.4;22.9;0.018;0.018;0.018;0.018;0.03;0.037;7.53;3.04;57.6;21.3;1.02;0;0;0;0;0.0059;1.23;0.000031;0.0044;0.034;0.00099;0.28;0.0026;0.00072;0.39;4.9;0.67;0.015;0;0.023;0;32.2;46.9;;0;0;0;0;0;0;0;0
9;902;0;fats and oils;vegetable oils;-;17020;Apricot kernel oil;Apricot kernel oil;900;3700;900;0;0;0;0;100;0;-;0;0;0;0;0;6.3;60;29.3;0;0;0;0;0;0;5.8;0.5;-;-;-;-;0;0;0;0;0;-;-;0;-;0;-;0;0;-;0;0;0;0;-;4;-;-;0;0;0;0;0;0;0;0
9;902;0;fats and oils;vegetable oils;-;17030;Almond oil;Almond oil;900;3700;900;0;0;0;0;100;0;-;0;0;0;0;0;8.2;69.9;17.4;0;0;0;0;0;0;6.5;1.7;-;-;-;-;0;0;0;0;0;-;0;0;-;0;-;0;0;-;0;0;0;0;0;39.2;7;-;0;0;0;0;0;0;0;0
9;902;0;fats and oils;vegetable oils;-;17040;Peanut oil;Peanut oil;900;3700;900;0;0;0;0;100;0;0;0;0;0.00004;0;0;16.6;49.5;25.9;0;0;0;0;< 0.049;0.065;8.89;2.43;49.5;25.7;0.17;-;0;0;0;0;0;0;0;0.03;0;0;0;0;0;< 5;0;0.01;0;< 0.008;0;10.1;0.7;-;0;0;0;0;0;0;0;0
9;902;0;fats and oils;vegetable oils;-;17100;Avocado oil;Avocado oil;900;3700;900;0;0;0;0;100;0;-;0;0;0;0;0;17.9;65.2;10.5;-;-;-;-;-;0.083;16.9;0.75;50.3;-;0.55;0;0;-;-;0;0;-;0;0;-;0;0;0;0;-;0;0;0;< 50;-;45.3;-;-;0;0;0;0;0;0;0;0
9;902;0;fats and oils;vegetable oils;-;17110;Wheat germ oil;Wheat germ oil;900;3700;900;0;0;0;0;100;0;0;0;0;0;0;0;17.4;14;61.7;0;0;0;0;0;0.093;15.4;0.46;12.5;46.9;5.91;0;0;0;0;0;0;-;0;0;-;0;-;0;0;-;0;0;0;0;0;149;24.7;-;0;0;0;0;0;0;0;0
9;902;0;fats and oils;vegetable oils;-;17126;Safflower oil;Safflower oil;900;3700;900;0;0;0;0;100;0;-;0;0;0;0;0;6.69;44.7;44.1;0;0;0;0;0;0.093;4.43;1.92;44.5;13.6;0.096;0;0;0;0;0;0;-;0;0;-;0;0;0;0;-;0;0;0;0;0;36.4;5.05;-;0;0;0;0;0;0;0;0
9;902;0;fats and oils;vegetable oils;-;17130;Rapeseed oil;Rapeseed oil;900;3700;900;0;0;0;0;100;0;0;0;0;0.000054;0;0;7.26;59.7;26.9;0;0;0;0;0.12;0.072;4.52;1.65;55.2;19.4;7.54;0;0;0;0;0;< 2.57;0;0.0052;0.023;0;< 0.58;< 0.0015;0;< 0.81;< 10;< 1.11;0.026;0;0;0;27.7;71.3;-;0;0;0;0;0;0;0;0
9;902;0;fats and oils;vegetable oils;-;17170;Cottonseed oil;Cottonseed oil;900;3700;900;0;0;0;0;100;0;-;0;0;0;0;0;25.9;17.8;51.9;0;0;0;0;0;0.8;22.7;2.3;17;51.5;0.2;0.1;0;0;0;0;0;-;0;0;0;0;0;0;0;0;0;0;0;0;0;35.3;24.7;-;0;0;0;0;0;0;0;0
9;902;0;fats and oils;vegetable oils;-;17180;Linseed oil;Linseed oil;900;3700;900;0;0;0;0;100;0;-;0;0;0.0021;0;0;9.19;19.3;66.9;0;0;0;0.008;0.018;0.077;5.2;3.73;19.2;13.5;53.3;0;0;0;0;0;1;-;0;0;-;0;0;1;0;-;0;0.07;0;0;0;8.99;9.3;-;0;0;0;0;-;0;0;0
9;902;0;fats and oils;vegetable oils;-;17190;Maize/corn oil;Maize/corn oil;900;3700;900;0;0;0;0;100;0;0;0;0;0.00013;0;0;12.2;27.5;55.4;0;0;0;0;0;0.026;9.79;1.77;25.9;54.1;1.04;0;0;0;0;0;0;0.1;0;0.03;0.8;0;0;0;0;0;0;0;0;0;0;13.2;1.9;-;0;0;0;0;0;0;0;0
9;902;0;fats and oils;vegetable oils;-;17210;Hazelnut oil;Hazelnut oil;900;3700;900;0;0;0;0;100;0;0;0;0;0;0;0;8.34;75.4;12.9;0;0;0;0;< 0.05;0.075;5.58;2.52;72.7;11.7;0.36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.6;-;-;0;0;0;0;0;0;0;0
9;902;0;fats and oils;vegetable oils;-;17220;Walnut oil;Walnut oil;900;3700;900;0;0;0;0;100;0;0;0;0;0;0;0;10;16.8;69.6;0;0;0;0;< 0.049;< 0.049;7.15;2.34;15.2;56.1;11.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;< 5;0;0;0;< 0.008;0;1.81;15;-;0;0;0;0;0;0;0;0
9;902;0;fats and oils;vegetable oils;-;17270;Olive oil. extra virgin;Olive oil. extra virgin;900;3700;900;0;0;0;0;100;0;0;0;0;0.0084;0;0;11.9;75.2;7.39;< 0.05;< 0.05;< 0.05;< 0.05;< 0.05;< 0.05;8.26;2.99;71;6.75;0.64;0;0;0;0;0.0084;< 2.57;0;0.0049;0.044;0;< 0.58;0.0033;0;< 0.81;< 10;< 1.11;0.018;0;0;0;21.7;60.2;-;0;0;0;0;0;0;0;0
9;902;0;fats and oils;vegetable oils;-;17350;Grapeseed oil;Grapeseed oil;900;3700;900;0;0;0;0;100;0;0;0;0;0;0;0;11.2;18.5;65.3;0;0;0;0;< 0.049;0.077;6.85;3.77;18.4;65;0.34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;< 5;0;0;0;< 0.008;0;9.67;-;-;0;0;0;0;0;0;0;0
9;902;0;fats and oils;vegetable oils;-;17400;Sesame oil;Sesame oil;900;3700;900;0;0;0;0;100;0;0;0;0;0;0;0;14.9;40.2;40;0;0;0;0;0;0;8.37;5.53;38.5;39.6;0.38;0;0;0;0;0;0;-;0;0;-;0;-;0;0;-;0;0;0;0;0;1.1;13.6;-;0;0;0;0;0;0;0;0
9;902;0;fats and oils;vegetable oils;-;17420;Soy oil;Soy oil;900;3700;900;0;0;0;0;100;0;0;0;0;0.0035;0;0;14.7;22.1;59.1;0;0;0;0;0;0.081;10;3.96;21.9;52;6.89;0;0;0;0;0;< 2.57;-;0.0039;0.041;0.8;1.52;0.013;0;1.85;< 10;< 1.11;0.11;0;0;0;6.1;362;-;0;0;0;0;0;0;0;0
9;902;0;fats and oils;vegetable oils;-;17440;Sunflower oil;Sunflower oil;900;3700;900;0;0;0;0;100;0;0;0;0;0.000026;0;0;10.9;30.8;54.5;0;0;0;0;< 0.049;0.057;6.04;3.57;29.4;54.4;0.075;0;0;0;0;0;< 2.57;0;0.0042;0.019;0;< 0.58;0.0022;0;< 0.81;< 10;< 1.11;0;0;0;0;58.3;5.4;-;0;0;0;0;0;0;0;0
9;902;0;fats and oils;vegetable oils;-;17700;Combined oil (blended vegetable oils);Combined oil (blended vegetable oils);896;3680;896;0;0;0;0;99.5;0;0;0;0;0.013;0;0;10.3;40.2;44.4;< 0.05;< 0.05;< 0.05;< 0.05;< 0.05;< 0.05;6.24;2.88;38.4;41.1;1.26;-;0;0;0;0.011;< 2.57;0;0.0028;0.013;0;< 0.58;< 0.0015;0;< 0.81;< 10;2.42;0.03;0;0;0;63.9;-;-;0;0;0;0;0;0;0;0
