alim_grp_code;alim_ssgrp_code;alim_ssssgrp_code;alim_grp_nom_eng;alim_ssgrp_nom_eng;alim_ssssgrp_nom_eng;alim_code;alim_nom_eng;alim_nom_eng;Energy. Regulation EU No 1169/2011 (kcal/100g);Energy. N x Jones' factor. with fibres (kJ/100g);Energy. N x Jones' factor. with fibres (kcal/100g);Water (g/100g);Protein (g/100g);Protein. crude. N x 6.25 (g/100g);Carbohydrate (g/100g);Fat (g/100g);Sugars (g/100g);Starch (g/100g);Fibres (g/100g);Polyols (g/100g);Ash (g/100g);Alcohol (g/100g);Organic acids (g/100g);FA saturated (g/100g);FA mono (g/100g);FA poly (g/100g);FA 4:0 (g/100g);FA 6:0 (g/100g);FA 8:0 (g/100g);FA 10:0 (g/100g);FA 12:0 (g/100g);FA 14:0 (g/100g);FA 16:0 (g/100g);FA 18:0 (g/100g);FA 18:1 n-9 cis (g/100g);FA 18:2 9c.12c (n-6) (g/100g);FA 18:3 c9.c12.c15 (n-3) (g/100g);FA 20:4 5c.8c.11c.14c (n-6) (g/100g);FA 20:5 5c.8c.11c.14c.17c (n-3) EPA (g/100g);FA 22:6 4c.7c.10c.13c.16c.19c (n-3) DHA (g/100g);Cholesterol (mg/100g);Salt (g/100g);Calcium (mg/100g);Chloride (mg/100g);Copper (mg/100g);Iron (mg/100g);Iodine (µg/100g);Magnesium (mg/100g);Manganese (mg/100g);Phosphorus (mg/100g);Potassium (mg/100g);Selenium (µg/100g);Sodium (mg/100g);Zinc (mg/100g);Retinol (µg/100g);Beta-carotene (µg/100g);Vitamin D (µg/100g);Vitamin E (mg/100g);Vitamin K1 (µg/100g);Vitamin K2 (µg/100g);Vitamin C (mg/100g);Vitamin B1 or Thiamin (mg/100g);Vitamin B2 or Riboflavin (mg/100g);Vitamin B3 or Niacin (mg/100g);Vitamin B5 or Pantothenic acid (mg/100g);Vitamin B6 (mg/100g);Vitamin B9 or Folate (µg/100g);Vitamin B12 (µg/100g)
1;102;0;starters and dishes;soup;-;25923;Soup. Asian-style with noodles. dehydrated and reconstituted;Soup. Asian-style with noodles. dehydrated and reconstituted;29.8;126;29.8;93.3;0.97;0.97;5.25;0.44;1.21;-;0.49;0;0.96;0;traces;0.17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.84;-;-;-;-;-;-;-;-;37.8;-;334;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1;102;0;starters and dishes;soup;-;25924;Soup. Moroccan. dehydrated and reconstituted;Soup. Moroccan. dehydrated and reconstituted;34.3;145;34.3;90;1.2;1.2;5.77;0.55;1.49;-;0.72;0;1.08;0;traces;0.23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.8;-;-;-;-;-;-;-;-;80.5;-;318;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1;102;0;starters and dishes;soup;-;25925;Soup. leek and potato. dehydrated and reconstituted;Soup. leek and potato. dehydrated and reconstituted;26.1;110;26.1;92.8;0.63;0.63;4.84;0.41;0.91;-;0.28;0;0.8;0;traces;0.2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.72;-;417;-;-;-;-;-;0.013;0.023;-;292;-;10;90;-;-;-;-;30;0.07;-;0.8;0.27;-;-;-
1;102;0;starters and dishes;soup;-;25928;Soup. chicken and vegetables. dehydrated and reconstituted;Soup. chicken and vegetables. dehydrated and reconstituted;27.3;115;27.3;-;0.99;0.99;4.58;0.44;0.55;-;0.51;0;0.73;0;traces;0.17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.73;-;-;-;-;-;-;-;-;-;-;292;-;-;-;-;-;-;-;3;-;-;-;-;0.03;8;-
1;102;0;starters and dishes;soup;-;25930;Broth. stock or bouillon. beef. dehydrated and reconstituted;Broth. stock or bouillon. beef. dehydrated and reconstituted;9.05;38.3;9.05;97.6;0.6;0.6;1.33;0.15;0.33;0;0;0;1.03;0;traces;0.057;0.068;0.0072;0;0;0;-;0.00067;0.0048;0.03;0.021;0.068;0.0072;0;-;0;0;0;0.74;5.25;-;0.041;0.15;-;2;0.027;0.01;0.01;0;290;0.048;0;0;0;0.01;0;-;0;0.0029;0.015;0.55;0.016;0.0083;1.75;0.065
1;102;0;starters and dishes;soup;-;25932;Soup. asparagus. dehydrated and reconstituted;Soup. asparagus. dehydrated and reconstituted;35.3;148;35.3;90.8;0.6;0.6;5.14;1.31;0.99;2.8;0.28;0;0.91;0;traces;0.73;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.76;-;-;-;-;-;-;-;0.015;0.035;-;303;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-
1;102;0;starters and dishes;soup;-;25933;Soup. tomatoes and vermicelli. prepacked. to be reheated;Soup. tomatoes and vermicelli. prepacked. to be reheated;37.7;158;37.7;-;1.1;1.1;5.87;0.8;3.43;-;1.3;0;0.77;0;traces;0.5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.77;-;-;-;-;-;-;-;-;-;-;307;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-
1;102;0;starters and dishes;soup;-;25934;Soup. cereals and vegetables. dehydrated and reconstituted;Soup. cereals and vegetables. dehydrated and reconstituted;47.8;201;47.8;90;1.4;1.4;6.8;1.4;1.2;-;1.2;0;1.04;0;traces;0.8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.78;12.5;-;-;0.29;-;9.35;-;-;94;-;312;-;-;-;-;-;-;-;3.84;0.04;-;0.47;-;0.07;16.8;-
1;102;0;starters and dishes;soup;-;25935;Soup. tomatoes. dehydrated and reconstituted;Soup. tomatoes. dehydrated and reconstituted;36.2;152;36.2;90.4;0.76;0.76;5.79;0.97;2.44;2.4;0.64;0;1.03;0;traces;0.32;0.41;0.16;< 0.01;< 0.01;< 0.01;0.0041;0.0041;0.017;0.26;0.033;0.41;0.15;0.01;< 0.01;< 0.01;< 0.01;2.02;0.69;11;417;0.03;0.14;< 20;5;0.04;10;65;< 20;278;0.1;< 21;147;-;0.25;1.33;-;< 0.5;0.02;0.017;0.46;0.064;0.027;6.85;0.14
1;102;0;starters and dishes;soup;-;25936;Soup. mushrooms. dehydrated and reconstituted;Soup. mushrooms. dehydrated and reconstituted;37.8;158;37.8;91.3;0.65;0.65;4.37;1.79;0.63;2.3;0.82;0;1.06;0;traces;0.73;0.6;0.15;< 0.01;< 0.01;< 0.01;< 0.01;< 0.01;0.017;0.66;0.058;0.6;0.15;< 0.01;< 0.01;< 0.01;< 0.01;0.87;0.79;10;512;0.02;0.02;< 20;2.5;0.03;9.51;48;< 20;311;0.07;< 21;14.7;< 0.25;0.24;< 0.8;-;< 0.5;0.03;0.034;0.37;0.16;0.033;8.25;0.028
1;102;0;starters and dishes;soup;-;25942;Soup. onions. dehydrated and reconstituted;Soup. onions. dehydrated and reconstituted;24;101;24;94.1;0.58;0.58;4.37;0.4;1.3;-;0.31;0;1.03;0;traces;0.23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.79;20;517;0.043;-;1;5.26;0.043;0.01;56.7;< 3.35;318;0.083;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1;102;0;starters and dishes;soup;-;25945;Soup. pumpkin. prepacked. to be reheated;Soup. pumpkin. prepacked. to be reheated;35.9;150;35.9;91.8;0.67;0.67;4.13;1.56;2.37;1.1;1.31;0;0.95;0;traces;0.88;0.56;0.069;0.045;0.027;0.018;0.036;0.045;0.14;0.44;0.13;0.38;0.051;0.018;< 0.01;< 0.01;< 0.01;4.95;0.65;15;421;0.03;0.14;< 20;5.8;0.04;17;130;< 20;256;0.13;< 21;2530;0;0.51;1.03;-;< 0.5;0.018;0.014;< 0.1;0.13;0.065;9.35;0.036
1;102;0;starters and dishes;soup;-;25947;Broth. stock or bouillon. poultry. dehydrated and reconstituted;Broth. stock or bouillon. poultry. dehydrated and reconstituted;5.58;23.5;5.58;97.1;0.6;0.6;0.5;0.13;0.18;0;< 0.0001;0;1.44;0;traces;0.083;0.022;0.018;-;-;-;-;0;0;0.02;0.01;-;-;-;-;-;-;0;0.78;5;-;0;0.05;-;1.5;0.01;0;10;0;312;0.01;1;0;-;-;-;-;0;0.005;0.01;0.1;0.02;0;1;0.055
1;102;0;starters and dishes;soup;-;25948;Broth. stock or bouillon. vegetables. dehydrated and reconstituted;Broth. stock or bouillon. vegetables. dehydrated and reconstituted;5.38;22.7;5.38;98;0.34;0.34;0.65;0.16;0.19;0.2;0;0;1;0;traces;0.14;0.011;0.0067;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0.61;1;-;0;0.1;-;2;0.01;0;8;-;240;-;0;2;-;-;-;-;0;0.11;0.01;0.1;-;0;1;0
1;102;0;starters and dishes;soup;-;25949;Soup. tomato and vermicelli. dehydrated and reconstituted;Soup. tomato and vermicelli. dehydrated and reconstituted;21.6;91.5;21.6;92.2;0.63;0.63;4.21;0.18;0.72;3.5;0.32;0;0.88;0;traces;0.099;-;-;< 0.01;< 0.01;< 0.01;< 0.01;< 0.01;< 0.01;< 0.01;< 0.01;< 0.01;< 0.01;< 0.01;< 0.01;< 0.01;< 0.01;< 0.7;0.68;9.1;343;0.05;0.18;< 20;4.8;0.06;0;62;< 20;271;0.08;< 21;162;< 0.25;0.34;< 0.8;-;< 0.5;0.02;0.04;1.44;1.04;0.018;11;-
1;102;0;starters and dishes;soup;-;25950;Soup. chicken and vermicelli. dehydrated and reconstituted;Soup. chicken and vermicelli. dehydrated and reconstituted;21.3;90;21.3;94.2;0.75;0.75;3.87;0.25;0.31;3.4;0.26;0;0.74;0;traces;0.081;-;-;< 0.01;< 0.01;< 0.01;< 0.01;< 0.01;< 0.01;< 0.01;< 0.01;< 0.01;< 0.01;< 0.01;< 0.01;< 0.01;< 0.01;0.72;0.68;7.2;379;0.02;0.1;< 20;3.5;0.05;14;36;< 20;272;0.1;< 21;20.7;-;< 0.08;< 0.8;-;< 0.5;0.28;< 0.01;< 0.1;0.041;0.025;-;0.026
1;102;0;starters and dishes;soup;-;25953;Soup. pistou (basil. garlic and olive oil). prepacked. to be reheated;Soup. pistou (basil. garlic and olive oil). prepacked. to be reheated;31.9;134;31.9;-;2;2;4.1;0.5;< 0.25;-;1.5;0;0.9;0;traces;0.2;0.2;< 0.1;-;-;-;-;-;-;-;-;-;-;< 0.1;-;-;-;-;0.65;-;-;-;-;-;-;-;-;-;-;260;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1;102;0;starters and dishes;soup;-;25954;Soup. pumpkin. dehydrated and reconstituted;Soup. pumpkin. dehydrated and reconstituted;38.3;161;38.3;-;0.79;0.79;5.61;1.24;2.64;-;0.76;0;0.7;0;traces;0.61;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.7;-;-;-;-;-;-;-;0.01;0.01;-;279;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1;102;0;starters and dishes;soup;-;25955;Soup. Asian-style with noodles. prepacked. to be reheated;Soup. Asian-style with noodles. prepacked. to be reheated;22.3;93.8;22.3;-;0.7;0.7;3.4;0.5;0.5;-;0.7;0;0.9;0;traces;0.2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.9;-;-;-;-;-;-;-;-;-;-;360;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1;102;0;starters and dishes;soup;-;25956;Soup. minestrone. dehydrated and reconstituted;Soup. minestrone. dehydrated and reconstituted;31.3;132;31.3;91.3;1.14;1.14;5.53;0.34;1.07;-;0.79;0;0.97;0;traces;0.02;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.7;-;427;-;-;-;-;-;-;122;-;281;-;-;-;-;-;-;-;5;-;-;-;-;0.06;18;-
1;102;0;starters and dishes;soup;-;25957;Soup. watercress. dehydrated and reconstituted;Soup. watercress. dehydrated and reconstituted;25.1;105;25.1;-;0.42;0.42;3.95;0.8;0.31;-;0.19;0;0.77;0;traces;0.42;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.77;-;-;-;-;-;-;-;-;-;-;308;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1;102;0;starters and dishes;soup;-;25958;Soup. watercress. prepacked. to be reheated;Soup. watercress. prepacked. to be reheated;34;143;34;-;1;1;5.4;0.8;0.9;-;0.6;0;0.78;0;traces;0.5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.78;-;-;-;-;-;-;-;-;-;-;310;-;-;-;-;-;-;-;-;-;-;-;-;0.25;30;-
1;102;0;starters and dishes;soup;-;25962;Soup. vegetables with cheese. prepacked. to be reheated;Soup. vegetables with cheese. prepacked. to be reheated;50.2;210;50.2;-;1.34;1.34;5.09;2.51;1.62;-;0.93;0;0.67;0;traces;1.58;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.67;-;-;-;-;-;-;-;-;-;-;268;-;-;-;-;-;-;-;11;-;-;-;-;0.3;30;-
1;102;0;starters and dishes;soup;-;25963;Soup. green vegetables. prepacked. to be reheated;Soup. green vegetables. prepacked. to be reheated;33.4;140;33.4;90.9;1;1;3.84;1.32;0.81;3.03;1.05;0;0.95;0;traces;0.64;0.51;0.16;0.026;0.02;0.013;0.026;0.033;0.099;0.33;0.092;0.44;0.13;0.03;< 0.01;< 0.01;< 0.01;3.52;0.7;24;423;0.02;0.27;< 20;7.1;0.06;24;120;< 20;280;0.18;< 21;177;1.52;0.28;16.5;-;9;0.17;0.042;0.53;0.22;0.25;27.5;-
1;102;0;starters and dishes;soup;-;25964;Soup. green vegetables. dehydrated and reconstituted;Soup. green vegetables. dehydrated and reconstituted;34.8;146;34.8;91.8;0.72;0.72;5.31;1.07;1.07;3.3;0.54;0;0.85;0;traces;0.71;0.23;0.075;< 0.01;< 0.01;< 0.01;< 0.01;0.057;0.036;0.56;0.057;0.23;0.075;< 0.01;< 0.01;< 0.01;< 0.01;< 0.7;0.66;12;446;0.02;0.11;< 20;3;0.03;0.01;0.01;< 20;264;0.09;< 21;10.5;< 0.25;0.18;2.82;-;6.15;0.05;0.014;0.15;0.072;0.033;7.6;-
1;102;0;starters and dishes;soup;-;25965;Soup. split peas. prepacked. to be reheated;Soup. split peas. prepacked. to be reheated;56.7;238;56.7;-;2.68;2.68;6.25;1.98;1.02;-;1.6;0;0.7;0;traces;0.67;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.7;-;-;-;-;-;-;-;-;-;-;279;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1;102;0;starters and dishes;soup;-;25967;Soup. gazpacho. cold;Soup. gazpacho. cold;32.8;137;32.8;91.1;0.65;0.65;3.38;1.62;2.32;< 0.35;1.04;0;1.13;0;traces;0.27;-;0.16;< 0.003;< 0.01;< 0.01;< 0.01;< 0.01;< 0.01;0.21;0.059;< 0.01;0.14;0.02;< 0.01;< 0.01;< 0.01;-;0.75;11;468;0.04;0.11;< 20;8.9;0.06;25;210;< 20;293;0.1;-;291;< 0.25;1.31;52.6;-;1.98;< 0.01;0.02;0.56;0.093;0.041;< 5;-
1;102;0;starters and dishes;soup;-;25968;Soup. asparagus. prepacked. to be reheated;Soup. asparagus. prepacked. to be reheated;133;551;133;-;4.6;4.6;4.7;10.4;2.9;-;1;0;0.98;0;traces;5.1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.98;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1;102;0;starters and dishes;soup;-;25969;Soup (average);Soup (average);37.3;156;37.3;90.8;1.22;1.22;4.51;1.37;1.62;2.07;1.03;0;1.04;0;0;0.58;0.54;0.18;0.023;0.014;0.0098;0.019;0.023;0.076;0.29;0.087;0.4;0.11;0.031;0.005;0.0083;0.01;7.22;0.75;26.8;454;0.039;0.26;16;7.03;0.061;24;108;9.39;296;0.17;14.8;1130;;0.48;6.87;;5.19;0.049;0.036;0.47;0.22;0.11;15.9;0.22
1;102;0;starters and dishes;soup;-;25972;Miso soup;Miso soup;17.1;72.4;17.1;94.6;1.38;1.38;2.18;< 0.5;0.69;-;< 0.5;0;1.29;0;0.058;< 0.0098;< 0.0098;< 0.0098;< 0.0098;< 0.0098;< 0.0098;< 0.0098;< 0.0098;< 0.0098;< 0.0098;< 0.0098;< 0.0098;< 0.0098;< 0.0098;< 0.0098;< 0.0098;< 0.0098;-;1.1;18;661;0.06;0.19;70;6.9;0.08;19;49;< 20;438;0.11;-;-;< 0.25;0.26;1.15;-;-;< 0.015;< 0.01;< 0.1;0.068;< 0.01;16.5;1.98
1;103;10301;starters and dishes;dishes;meat dishes. no garnish;8601;Caen-style tripe;Caen-style tripe;117;491;117;74;20.4;20.4;0.51;3.68;traces;0.3;0;0;1.5;0;0;1.29;1.12;0.18;0.0032;0.0032;< 0.0034;0.0032;0.0052;0.071;0.63;0.57;1;0.086;0.011;-;-;-;119;1.06;23;-;-;1.1;6;6.4;-;-;42.5;-;423;0.64;-;-;-;0.47;-;-;0;0.02;-;0.37;0.42;0.023;-;1.2
1;103;10301;starters and dishes;dishes;meat dishes. no garnish;8602;Caen-style tripe. prepacked;Caen-style tripe. prepacked;112;469;112;77.9;18.4;18.4;0.7;3.62;0.5;-;1.25;0;1.1;0;0;2.1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.03;23.6;-;-;0.9;-;6.6;-;-;34.6;-;421;2.1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1;103;10301;starters and dishes;dishes;meat dishes. no garnish;8612;Provencal-type tripe (with tomato);Provencal-type tripe (with tomato);94.1;396;94.1;76.6;15.7;15.7;0.6;3.2;< 0.4;-;0;0;1.43;0;0;1.64;1.28;0.14;< 0.01;< 0.01;< 0.01;< 0.01;< 0.01;0.1;0.89;0.65;1.28;0.1;0.02;-;-;< 0.01;-;1.23;-;751;-;-;-;-;-;-;-;-;492;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1;103;10301;starters and dishes;dishes;meat dishes. no garnish;25001;Veal stew in white sauce;Veal stew in white sauce;113;474;113;75.1;15.4;15.4;3.1;4;0.3;1.9;0.8;0;1.25;0;0.32;2.03;1.36;0.26;0.06;0.04;0.02;0.04;0.06;0.25;1;0.5;1.18;0.21;0.02;0.03;< 0.01;< 0.01;56.6;0.74;15;432;0.07;0.92;< 20;12;0.04;110;190;< 20;295;3.2;< 21;736;< 0.25;0.37;2.55;-;< 0.5;0.062;0.047;1.77;0.33;0.074;23.3;1.59
1;103;10301;starters and dishes;dishes;meat dishes. no garnish;25033;Burgundy-style beef stew;Burgundy-style beef stew;94.9;399;94.9;78.4;8.93;8.93;6.74;3.3;1.57;1.3;1.25;0;1.36;0;0;0.88;1.18;0.44;< 0.05;0.0025;0.0025;0.004;0.006;0.044;0.52;0.27;0.71;0.22;0.022;-;-;< 0.01;64;0.88;16.9;409;0.053;1.75;3.8;13.3;0.054;215;230;< 2.58;354;2.91;10;-;0.5;0.6;-;-;0.8;0.07;0.1;2.3;0.3;0.23;11;0.6
1;103;10301;starters and dishes;dishes;meat dishes. no garnish;25058;Duck with sauce (green pepper sauce. hunter-style sauce.etc.);Duck with sauce (green pepper sauce. hunter-style sauce.etc.);145;605;145;-;9.55;9.55;10.2;7.3;-;-;traces;0;-;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1;103;10301;starters and dishes;dishes;meat dishes. no garnish;25063;Rabbit with mustard sauce;Rabbit with mustard sauce;108;453;108;-;14.9;14.9;0.5;5;0.5;-;0.8;0;1.2;0;0;2.1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.2;-;-;-;-;-;-;-;-;-;-;480;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1;103;10301;starters and dishes;dishes;meat dishes. no garnish;25121;Cockerel in red wine sauce;Cockerel in red wine sauce;133;555;133;-;13;13;4;7;1;-;0.9;0;1.35;0;0;1;3.87;1.75;-;-;-;-;-;-;-;-;-;-;-;-;-;-;65;1.05;14;-;0.03;1.3;3.3;16;0.14;128;145;0.11;420;0.21;-;0;0.04;0.48;-;-;1.5;0.07;0.19;3.7;0.74;0.17;31;1.4
1;103;10301;starters and dishes;dishes;meat dishes. no garnish;25125;Veal olive or veal paupiette;Veal olive or veal paupiette;209;870;209;62.1;14.7;14.7;8.39;12.8;2.24;2.94;0.48;0;1.53;0;0;5.14;4;1.47;-;-;-;-;-;-;-;-;-;-;-;-;-;-;71.7;1.03;30.2;-;0.12;1;8.03;19.3;0.13;152;302;4.82;367;1.35;27.9;1160;0.1;0.68;-;-;1.29;0.098;0.18;3.62;0.72;0.21;18.6;0.62
1;103;10301;starters and dishes;dishes;meat dishes. no garnish;25126;Poultry paupiette;Poultry paupiette;159;669;159;65.6;18.9;18.9;7.28;5.83;-;2.94;1.05;0;1.32;0;0;1.81;2.37;1.12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;64.2;0.84;30.1;-;0.11;1.06;7.59;22.2;0.13;146;285;10.5;251;1.03;30.2;1160;0.19;0.7;-;-;1.67;0.095;0.14;4.53;0.66;0.28;17.5;0.35
1;103;10301;starters and dishes;dishes;meat dishes. no garnish;25172;Meat in sauce (average);Meat in sauce (average);107;450;107;76.8;11.2;11.2;4.75;4.55;1.34;1.71;1.05;0;1.34;0;0.41;1.77;1.47;0.62;0.047;0.026;0.038;0.036;0.13;0.17;0.81;0.36;1.16;0.48;0.027;;;0.005;53.5;0.88;16.3;473;0.055;1.16;6.5;13.7;0.067;149;198;5.5;352;2.46;11.1;;0.25;0.73;;;1.19;0.064;0.077;2.49;0.4;0.17;15.1;0.76
1;103;10301;starters and dishes;dishes;meat dishes. no garnish;25174;Chicken with curry and coconut milk sauce;Chicken with curry and coconut milk sauce;124;517;124;75.2;10.6;10.6;3.15;6.9;1.49;1.65;1.1;0;1.56;0;1.47;3.03;2.06;1.37;0.08;0.06;0.13;0.12;0.56;0.44;1.19;0.38;1.86;1.3;0.05;0.02;< 0.01;< 0.01;37.3;1.07;18;625;0.05;0.51;< 20;18;0.12;110;210;< 20;427;0.44;21.3;412;< 0.25;1.65;3.22;-;2.51;0.032;< 0.01;4.08;0.62;0.17;17.5;0.15
1;103;10301;starters and dishes;dishes;meat dishes. no garnish;25175;Molokhia. jute and beef-based meal;Molokhia. jute and beef-based meal;187;774;187;67.7;10.6;10.6;0.68;14.7;0.68;0;4.7;0;1.6;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;0.93;51.3;-;0.04;2.4;2.8;30.6;0.05;88;228;2.1;373;2;0;143;0;5.1;-;-;1.5;0.03;0.14;1.36;0.32;0.12;20;0.66
1;103;10301;starters and dishes;dishes;meat dishes. no garnish;25200;Devilled pork shoulder in mustard sauce;Devilled pork shoulder in mustard sauce;120;501;120;-;13.5;13.5;2.08;6.07;1.38;-;1.45;0;2.25;0;0;2.2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2.25;-;-;-;1;-;-;-;-;-;-;901;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1;103;10301;starters and dishes;dishes;meat dishes. no garnish;25201;Beef tongue with Madeira wine sauce;Beef tongue with Madeira wine sauce;180;746;180;-;9.5;9.5;4.5;13.5;2.5;-;1;0;1.08;0;0;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.08;-;-;-;-;-;-;-;-;-;-;430;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1;103;10301;starters and dishes;dishes;meat dishes. no garnish;25207;Pork with caramel sauce;Pork with caramel sauce;135;569;135;70.7;10;10;11.4;5.4;7.9;1.3;0.7;0;1.84;0;0;1.44;2.2;1.27;< 0.01;< 0.01;< 0.01;< 0.01;< 0.01;0.048;0.94;0.45;1.97;1.21;0.056;0.0094;< 0.01;< 0.01;29;1.34;9.9;805;0.04;0.49;< 20;12;0.11;94;160;< 20;536;1.1;< 21;64.5;< 0.25;0.62;1.5;-;< 0.5;0.19;0.034;1.93;0.31;0.094;9.1;0.27
1;103;10301;starters and dishes;dishes;meat dishes. no garnish;25211;Meat balls. beef. with tomato sauce;Meat balls. beef. with tomato sauce;117;487;117;-;9;9;5.5;6.5;-;-;traces;0;-;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
1;103;10301;starters and dishes;dishes;meat dishes. no garnish;25213;Veal paupiette. cooked in oven;Veal paupiette. cooked in oven;276;1150;276;54.8;22;22;0.48;20.5;0.3;< 0.35;0.9;0;1.81;0;0;8.19;8.77;2.51;< 0.01;< 0.01;< 0.01;< 0.01;0.03;0.4;4.71;2.88;7.77;2.07;0.23;0.07;< 0.01;< 0.01;89.5;1.07;24;558;0.07;0.94;< 20;18;0.03;180;260;< 20;428;2.3;< 21;-;< 0.25;< 0.08;0.87;-;1.62;0.16;0.071;3.83;0.59;0.22;11.9;1.61
1;103;10301;starters and dishes;dishes;meat dishes. no garnish;25538;Beef carpaccio. w marinade;Beef carpaccio. w marinade;278;1150;278;57.2;15.2;15.2;2.37;23;0.3;0.0024;0.33;0;1.95;0;0;7.89;9.79;3.84;-;-;-;-;-;-;-;-;-;-;-;-;-;-;56.2;1.1;112;-;0.1;1.89;15.2;23.1;0.089;186;248;5.39;413;2.88;16.2;98.3;0.38;2.63;-;-;6.74;0.085;0.17;2.11;0.26;0.27;11.9;2.08
1;103;10301;starters and dishes;dishes;meat dishes. no garnish;25565;Yakitori (grilled meat on skewers. Japanese-style. with sauce);Yakitori (grilled meat on skewers. Japanese-style. with sauce);172;727;172;58.8;26;26;9.28;3.3;6.6;1.3;0.6;0;2.02;0;0;1.2;1.18;0.78;< 0.01;< 0.01;0.01;< 0.01;0.07;0.04;0.64;0.16;1.18;0.68;0.07;0.03;< 0.01;< 0.01;86.6;1.19;9.8;706;0.06;0.61;< 20;31;0.15;220;340;< 20;475;1.5;< 21;10.5;< 0.25;0.5;< 0.8;-;-;0.09;0.042;7.69;1.36;0.25;31.8;0.41
1;103;10302;starters and dishes;dishes;meat dishes. with starchy food;25009;Shepherd's pie or cottage pie with meat;Shepherd's pie or cottage pie with meat;138;577;138;73.6;5.99;5.99;9.39;8.22;1.47;-;1.43;0;1.39;0;-;4.7;2.75;0.41;0.1;0.059;0.045;0.096;0.14;0.54;2.29;0.8;2.44;0.38;0.025;0.0033;0.00089;0.000082;20;0.83;59.6;482;0.079;0.71;4.55;17.5;0.087;45.5;184;< 10;322;1.2;45.9;0;0.1;0.2;-;-;0.65;0.02;0.07;-;-;0.08;5.71;0.42
1;103;10302;starters and dishes;dishes;meat dishes. with starchy food;25029;Couscous w mutton;Couscous w mutton;149;626;149;68.9;8.31;8.31;12.2;7.2;1.38;10.8;1.3;0;1.4;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17.5;0.81;31.6;607;0.1;1.24;3;23.2;0.19;95.4;187;-;322;1.22;0;724;0.14;0.4;-;-;5;0.075;0.075;1.7;0.3;0.11;18;0.5
1;103;10302;starters and dishes;dishes;meat dishes. with starchy food;25043;Couscous with meat or chicken. light;Couscous with meat or chicken. light;90.7;382;90.7;72.9;5.9;5.9;11.5;1.9;2.1;9.4;2;0;1.65;0;-;0.4;0.75;0.59;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16;0.7;22;-;-;0.78;2.3;17;0.16;88;148;-;300;-;34;779;0.04;0.97;-;-;7;0.07;0.07;2;0.3;0.13;18;0.04
